question,company,rating,position,date,comments
Do you approve of abortion?,Interviewed at Bridgewater Associates,3.9,Data Analyst,3 Dec 2014,1
Competency based scenario questions regarding how I used data in specific cases and how I managed stakeholders.,Interviewed at Dr. Martens plc,3.7,Data Analyst,12 May 2024,1
Quelle est votre prétention salariale?,Interviewed at Dailymotion,3.5,Senior Data Analyst,4 Jan 2025,1
main question was where do you see yourself in 5 years,Interviewed at SLB,4.0,Data Extraction Analyst,30 Mar 2016,1
What model can be used to deal with data with only 0s and 1s,Interviewed at Nationwide,3.8,Data Analyst,12 Apr 2019,1
What super-hero would you like to be.,Interviewed at Health Management Systems,3.8,Data Analyst,9 Oct 2015,1
Tell me about yourself ?,Interviewed at Zifo RnD Solutions,4.0,Data Analyst,6 Nov 2023,1
"billing process
comfoatable in california shift.",Interviewed at Sovereign Health Group,3.2,Data Analyst,11 Mar 2017,1
Questions on Power BI Understanding,Interviewed at MDS Logistics,3.4,Data Analyst,12 Jan 2023,1
Basic account question,Interviewed at Cogencis Information Services,3.2,Data Analyst,9 Dec 2019,1
What is your confidence level in certain programs,Interviewed at Edison Software,4.5,Data Analyst,16 Sept 2020,1
What value will you bring as a data analyst?,Interviewed at Byteworks Technology Solutions,1.8,Data Analyst,16 Jan 2023,1
They will ask how proficient are you in terms of being an data analyst intern.,Interviewed at Technocolabs,3.6,Data Analyst Intern,11 Oct 2022,1
"General questions about myself, and specific finance questions, e.g. give me a definition of a stock option?",Interviewed at Ultumus,3.9,Financial Data Analyst,15 Sept 2023,1
name some shortcut keys in ms excel and tally prime ?,Interviewed at Prime Agro Food Processing,2.8,Data Analyst,3 Nov 2024,1
Why you want to join us?,Interviewed at Center for Advanced Research in Engineering,3.6,Data Analyst,17 Jun 2012,1
please program the code according to the question,Interviewed at Ramsoft Technologies,3.4,Data Analyst,17 Jun 2021,1
Do you know basics of data analysis.,Interviewed at Indian Institute of Technology Bhilai,4.3,Data Analyst/Data Scientist,29 Jul 2024,1
General and typical questions about yourself and your experience. Compensation and relocation.,Interviewed at Noble Group Limited,3.7,Data Analyst Clerk & IT Jobs,8 Nov 2016,1
1)tell me about Yourself 2) Describe your project,Interviewed at Sakshi Media,3.6,Data Analyst,2 Dec 2022,1
Describe how would I approach weekly meetings with the product team,Interviewed at HyperGuest,3.7,Data Analyst,29 Oct 2024,1
Why do you want to work at the company?,Interviewed at ESG Solutions,2.9,Data Analyst,10 Jul 2019,1
about  your self that own and  family background,Interviewed at Oceanic Pharmachem,4.7,Data Analyst,27 Mar 2021,1
Do you have any experience using geographical software's and for how long,Interviewed at Ahmadu Bello University,4.0,Spatial Data Analyst,4 May 2021,1
I was asked about my Years of experience in the field,Interviewed at Ahmadu Bello University,4.0,Spatial Data Analyst,4 May 2021,1
What's your experience with conventions and exhibitions.,Interviewed at Biotechnology Innovation Organization,2.8,Data Analyst,21 Mar 2020,1
When will you join the job?,Interviewed at HiDubai,3.8,Data Gathering Analyst,16 Aug 2023,1
What is your greatest work related weakness?,Interviewed at MSB,3.6,Data Analyst,5 Dec 2012,1
Covid 19 analysis 2021 deaths,Interviewed at ONLEI Technologies,4.9,Data Analyst,15 Aug 2024,1
Was asked some simple for loop logic and SQL questions.,Interviewed at Western Digital (Malaysia),3.9,Data Analyst,3 Feb 2023,1
"Give us a time you suggested changes to how current working processes.
Give us a time when you showed you were willing to adapt.",Interviewed at iO-Sphere,4.4,Data Analyst Fellowship,7 Feb 2024,1
We have seen your application; please can you tell us about what attracted you to this role and working at the Guild specifically?,Interviewed at University of Birmingham guild of students,4.0,Data and Systems Analyst,28 Mar 2024,1
what is core java and write a program to create a database in mysql,Interviewed at Efftronics Systems,3.4,Customer Data Analyst,26 Apr 2023,1
the case was about software development life cycle for mobile application.,Interviewed at Bontouch,4.8,Data Analyst,11 Jun 2022,1
What’s my Salary range expectation,Interviewed at PLDT,3.9,Data Analyst,25 Jan 2024,1
how good i am in python and mongodb,Interviewed at I3 Infosoft,4.0,Data Analyst & Machine Learning Engineer,21 Jan 2022,1
Details of the projects showcased in my resume.,Interviewed at Sachin Pharma,2.5,Data Analyst,21 Dec 2024,1
What would you do if a colleague stopped you as you were going to lunch and insisted that they get a certain figure from you?,Interviewed at Coronation Fund Managers,3.8,Data Analyst Intern,6 Jul 2021,1
"A company wants to start packaging drinking water, what would you advise in terms of location, should it be close to its competitors or furter away",Interviewed at Open Capital Advisors,4.0,Data Analyst,6 Feb 2024,1
Why do you want to join? Why specially analytics ?,Interviewed at Panacea Biotec,3.7,Data Analyst,26 May 2017,1
They given the data and asked to analyze that and how do you approach to the solutions best way,Interviewed at Hetero,3.6,Data Analyst,10 Dec 2021,1
How you know this job?,Interviewed at MNC Life,3.5,Junior Data Analyst,16 Feb 2022,1
What makes you a best fit to work with us?,Interviewed at Cell C,3.5,Junior Data Analyst,10 Sept 2023,1
They asked about data quality.,Interviewed at Wolverhampton City Council,3.7,CRM Data Analyst,7 Oct 2023,1
Do you have experience to handle customer related data?,Interviewed at Vokraf,4.0,Data Analyst,31 Mar 2024,1
Do you have experience with python and NLP?,Interviewed at TechOne,3.5,Data Analyst,7 Nov 2019,1
"Tool, experience, projects I had done on Analytics",Interviewed at Baresquare,3.3,Junior Data Analyst,3 Aug 2022,1
"basic fixed income questions , option greeks and Var",Interviewed at Innocap Investment Management,3.6,Risk and Data Analyst,23 Oct 2024,1
Tell about your back ground and Resume,Interviewed at JMA IT,3.4,Data Analyst,5 Feb 2018,1
whats your biggest achievment and strengths and weakness,Interviewed at Malaberg,3.8,Data Analyst,7 Jun 2024,1
Some aptitude questions,Interviewed at Sutra Analytics,2.7,Junior Data Analyst,22 Mar 2018,1
"introduce yourself, brief summary of the company, ask why you are here, are you illegal to work in canada? what is your goals in next 3,5,10 years?",Interviewed at Activation Laboratories,3.2,Data Analyst,20 Jul 2018,1
What was one thing that they ask you?,Interviewed at Vaibhav Software,3.9,Data Analyst,26 Apr 2019,1
How do you solve a problem statement?,Interviewed at Forage,4.3,Data Analyst,26 Feb 2024,1
The role was for Excel and some questions were asked around basic functions like VLOOKUP.,Interviewed at Leslie's Swimming Pool Supplies,3.2,Data Analyst,30 Sept 2023,1
What is your favorite thing about your day?,Interviewed at Cerner,3.5,Data Analyst,24 Nov 2015,1
Tell me a time you have made an impact.,Interviewed at Cerner,3.5,Junior Data Analyst,26 Apr 2021,1
"A flight from A to B is not as profitable as we would like. What is some of the information you need to know to address this issue, and how would you achieve greater profitability?",Interviewed at Delta Air Lines,4.2,Data Analyst,16 Feb 2020,1
How you managed school while working?,Interviewed at Waxwing AI,4.7,Data Analyst,24 Dec 2023,1
how to find the misspelled words in a python list or dictionary? The list contains 100 words let's say.,Interviewed at Quantiphi,4.2,Data Analyst,16 Jan 2021,1
"Asked if a friend admitted to me that they had an addiction problem and was stealing medication from their place of employment, how would I react.",Interviewed at State of Utah,3.8,Data Analyst,21 Jun 2023,1
Tell me about your past job,Interviewed at Playtika,3.9,Data Analyst,4 Jun 2023,1
"Some coding questions , binary tree concepts and algorithms and some ds concepts.",Interviewed at Iamneo.ai,3.5,Data Analyst Intern,16 Aug 2021,1
Values/team values/personal goals,Interviewed at One Housing,2.6,Data Analyst,4 Dec 2017,1
"Quantitative apps, data sufficiency, data interpretation",Interviewed at Thorogood,3.8,Data Analyst,4 Aug 2023,1
"Q1. Challenges faced while moving to a new city?
describe in three hundred words.
Q2. How you will grow in our organization?
rest all were aptitude questions consist of numerical reasoning and data interpretation.",Interviewed at Thorogood,3.8,Data Analyst and Consultant,12 Aug 2022,1
They asked me what motivated me to want to work.,Interviewed at The Precisionists (DE),2.3,Data Analyst,5 Feb 2024,1
Python Pandas related Dataframe questions,Interviewed at Navigating Cancer,4.1,Data Analyst - Engineering,19 Jul 2019,1
SQL window functions,Interviewed at Navigating Cancer,4.1,Data Analyst - Engineering,19 Jul 2019,1
how do you learn at difficult times and what are the learning sources.,Interviewed at Smithfield Foods,3.2,Data Analyst,19 Jan 2021,1
U/ndergraduate background details and what are all the BI tools which I worked with Especially with Power BI and  Tableau,Interviewed at Smithfield Foods,3.2,Data Analyst,19 Jan 2021,1
They have shared use case with data and wanted to understand how will you address it. What you can infer from data which helps business.,Interviewed at Bharti Airtel,3.9,Lead Data Analyst,7 Apr 2022,1
"string = a1b2c3
was asked to form a dictionary as
dict = {a : 1 , b : 2 , c : 3}",Interviewed at Vyapar,4.0,Data Analyst,24 Dec 2024,1
Do I know excel and pivot table,Interviewed at Calero,3.2,Data Analyst,26 Dec 2022,1
Tell me about yourself,Interviewed at Calero,3.2,Data Analyst,31 May 2015,1
What were my qualifications for the postion?,Interviewed at Calero,3.2,Data Analyst,13 May 2021,1
Have you managed a team before?,Interviewed at Ubisoft,3.6,Data Analyst,19 Jan 2021,1
How did you hanged a difficult customer,Interviewed at Pharpoint Research,3.9,Data Analyst Intern,4 Nov 2021,1
Another company provide 10 years of Russian stock price data.  What should we do?,Interviewed at Two Sigma,4.0,Data Analyst,29 Jul 2010,1
Validation of address,Interviewed at Multiplier Solutions,3.9,Data Analyst,11 Nov 2019,1
"Python, SQL, Machine Learning",Interviewed at Multiplier Solutions,3.9,Data Analyst,31 Jul 2019,1
"Modo de pensar, cursos, voluntariado, idiomas, metas, sonhos.",Interviewed at Méliuz,4.5,Data Analyst,5 Aug 2022,1
What technical skill is your biggest strength?,Interviewed at Dana-Farber Cancer Institute,4.0,Data Analyst,20 Jun 2021,1
"1. Tell me about yourself
2. In SQL, how do you pick the second to last record from a table containing employee name, ID, date (no time)
3. What are some of the challenges of working with Tableau
4. How did you come up with a data model",Interviewed at Stripe,3.7,Senior Data Analyst,27 Jun 2021,1
What are your goals current and future?,Interviewed at Assuaged Foundation,4.8,Data Analyst Intern,31 Aug 2021,1
How would I plan on finding the balance between study and work?,Interviewed at Bankwest,3.8,Digital Data Analyst (Intern),23 May 2018,1
What made you to apply for here,Interviewed at hipages,4.0,Senior Data Analyst,1 May 2022,1
go through resume,Interviewed at Saven Tech,4.3,Data Analyst,7 Jan 2020,1
Where do you see yourself in 2 years in the company?,Interviewed at Molecular Connections,3.7,Scientific Data Analyst,17 Jun 2019,1
How are you carrying out the A/B tests in your current company?,Interviewed at VOI Technology,3.7,Data Analyst,18 Dec 2021,1
Une question sur les annexes SFDR,Interviewed at Amundi,4.2,Data Analyst,24 May 2024,1
How to convert data from pandas dataframe to csv?,Interviewed at Transworld Associates,4.0,Data Analyst Associate,18 Feb 2025,1
basic questions on oops and SQL and based on resume.,Interviewed at Datagrokr,3.8,Data Analyst,28 Aug 2020,1
"I don't remember anything specifically, but I do remember in one of my case studies that one of the senior data analysts asked me why we split data into a testing and training set. This was in the final superday interview, so brush up on data science terms for this.",Interviewed at Red Ventures,3.3,Data Analyst,30 Oct 2023,1
what are your hobbies in daily life,Interviewed at The Gamification Company,3.0,Data Analyst Intern,5 Mar 2023,1
"Présentation, questions de cas et méthodes de travail",Interviewed at Air France,4.1,Data Analyst,13 Jun 2024,1
Pourquoi voulez vous travailler dans la data,Interviewed at Air France,4.1,Data Analyst,13 Oct 2022,1
Q: On a scale of 1-5 what you rate yourself for proficiency in Microsoft Office?,Interviewed at First Hawaiian Bank,3.9,Senior Data Programming Analyst,22 Aug 2015,1
"Azure development, Data analysis, Data modelling",Interviewed at Cloud IQ Technologies,3.9,Data Analyst/QA Engineer,25 Jun 2024,1
Gave a 45 min Wonderlic Assessment that consisted of an aptitude test that had 50 logical questions followed by 2 psychological tests that had ~50 and ~120 questions respectively.,Interviewed at Sezzle,4.0,Data Analyst,24 Mar 2023,1
Why do I want to work for Immunologix?,Interviewed at Immunologix Laboratories,3.2,Data Systems Analyst,13 Mar 2021,1
