question,company,rating,position,date,comments
"The tech interview had questions like what is supervised learning, how do you prevent overfitting in deep learning etc. They asked me to code forward pass for a convolutional filter.",Interviewed at Google,4.3,AI Resident,15 Oct 2021,0
College name of B.Tech and rank,Interviewed at FactSet,3.9,AI Engineer,8 May 2024,0
Build an ML classifier Build a segmentation model,Interviewed at JPMorganChase,4.1,Business Modeling Finance Team - Applied AI ML Associate Senior,15 Apr 2023,0
How to solve the coding problem.,Interviewed at J.P. Morgan,4,AI Researcher,29 Sept 2020,0
About my previous work experiences in that field and my projects.,Interviewed at J.P. Morgan,4,ML and AI Internship,9 Mar 2021,0
Difference between Z-test and T-test,Interviewed at JPMorganChase,4.1,AI and Data Science Intern,31 Oct 2023,0
describe the projects on resume,Interviewed at JPMorganChase,4.1,Applied AI/ML Analyst,8 May 2024,0
"Can't remember, some generic coding questions.",Interviewed at J.P. Morgan,4,AI & Data Science Associate,3 Aug 2022,0
1. How can we work on the limitations of K-means algorithm.,Interviewed at JPMorganChase,4.1,AI and Data Analytics Intern SU 22,9 Oct 2022,0
Various questions on current research work,Interviewed at JPMorganChase,4.1,AI Associate,10 Jun 2022,0
"It's about interviewing online. You need to answer questions with a camera and microphone. There are several coding questions and one question to describe your most successful project. After each coding challenge, you will need to answer how do you approach this question and if you have time, how would you improve it.",Interviewed at JPMorganChase,4.1,AI Summer Associate,25 Oct 2021,0
About my previous work experiences in that field and my projects.,Interviewed at J.P. Morgan,4,ML and AI Internship,9 Mar 2021,0
What were the steps you took to solve the code?,Interviewed at JPMorganChase,4.1,AI Intern,2 Feb 2022,0
I forgot the specific ones,Interviewed at JPMorganChase,4.1,AI Data Scientist,3 Mar 2022,0
How to solve the coding problem.,Interviewed at J.P. Morgan,4,AI Researcher,29 Sept 2020,0
Difference between Z-test and T-test,Interviewed at JPMorganChase,4.1,AI and Data Science Intern,31 Oct 2023,0
Explain a project (either personal or in a previous role) you worked on in detail.,Interviewed at Solera Health,3.2,Junior AI Engineer,22 Jan 2025,0
"Optimization algorithms
Generalization of learning algorithms and mathematical conditions that would garantuee an algorithm converge to global optimum.",Interviewed at Ingram Micro,3.7,Senior AI Engineer,22 Oct 2020,0
"Types of ML Algorithms, 2-3 ML Scenario-based questions, personal projects demo, in-depth project discussion &amp; past internship experience.",Interviewed at Pine Labs,3.2,AI Intern,13 Jan 2025,0
"- Behavioral section with STAR method 
- Technical questions according to the role/project",Interviewed at M47 AI Company,3.4,AI/ML Engineer,29 Jan 2025,0
Discussions were mainly about previous experience of real life projects and how you would manage a ML project in a test scenario presented.,Interviewed at MAYA HTT,4.8,AI Specialist,4 Jul 2024,0
I was asked questions based on my understanding of Javascript and to explain a Few projects i had been a part of.,Interviewed at Avaamo,4.5,Conversational AI Engineer,1 Aug 2023,0
They have a standardized 5-step interview process which covers all the basic sorts of questions. It's the same thing over and over again.,Interviewed at Mission Cloud,3.1,Generative AI Scientist,26 Jun 2024,0
"1st round: Technical Questions with Hiring manager
2nd round: Scenario based questions  with HR
3rd round: Group Head manager from head office",Interviewed at Eaton,3.9,Data Science &amp; AI Engineering Manager,23 May 2024,0
"Questions about MLOps and SQL, simple coding tasks in python.",Interviewed at Andela,3.4,Lead AI/ML Engineer,16 Aug 2024,0
"Usual culture interviews. I had applied for role in devianArt department, and was asked if I know what it is and have used it before or just know about it because of the job advertisement.",Interviewed at Wix,4.1,AI/ML Engineer,4 Aug 2023,0
Technical questions were related to the work I referenced in my resume. Some non technical questions included sharing personal examples that align with the company's core values.,Interviewed at Mission Cloud,3.1,Gen AI Engineer,21 Nov 2023,0
Why did I leave a 1500 interview at 1530? :),Interviewed at MB Bank,3.8,AI Engineer/DS,13 Oct 2024,0
Why would you like to work at Bell?,Interviewed at Bell,3.6,AI New Graduate,18 Oct 2024,0
"1. Discuss old projects 
2. Why do you want to join HTX",Interviewed at Home Team Science and Technology Agency,3.6,AI Engineer Intern,27 Feb 2025,0
Focused on my resume and previous experiences,Interviewed at Target,4.2,AI Scientist,11 Nov 2020,0
Describe LLM and use cases for adoption.,Interviewed at LSEG (London Stock Exchange Group),3.7,Head of AI,22 Aug 2024,0
What are CNNs and how can you modify them for thermal images.,Interviewed at Target,4.2,Lead AI Scientist,11 Dec 2021,0
"why did you apply, best project you worked on, LLM, embeddings, generator vs iterators, return vs yield",Interviewed at Vedrai,5,AI Engineer,21 Feb 2025,0
Core AI questions like how a particular model works.,Interviewed at Daten & Wissen,4.7,AI Intern,3 May 2024,0
"What is a Decorator, multiprocessing in python?",Interviewed at Bain & Company,4.3,Fullstack Engineer(AI),11 Aug 2024,0
Pick something to describe to an alien,Interviewed at Avanade,3.8,Graduate Data and AI,9 Jun 2022,0
"Q) how RNNs work
Q) Greatest Strength",Interviewed at Metropolis,3.1,AI/ML Intern,26 Nov 2023,0
How would you pull data from their database - no info was given about their db?,Interviewed at The Home Depot,3.8,Lead Data Scientist - Gen AI,12 Aug 2024,0
Question regarding the feature stores and how I had previously created a pipeline for deploying ML models in AWS SageMaker.,Interviewed at LPL Financial,3.5,Sr. AI &amp; Data Engineer,20 Mar 2024,0
What is a neural network?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
What is a convolutional neural network and how do they work ?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
How would you implement the latest AI solutions to 'xx' problem and could you describe a little bit the system integration process?,Interviewed at Exante,4.6,AI Engineer,9 Sept 2024,0
Resume based Any Project details and deep dive,Interviewed at Sonata Software,3.6,AI Architect,13 Mar 2025,0
Define how does Transformer work.,Interviewed at NTT DATA Business Solutions,3.8,AI/ML Engineer,14 Oct 2023,0
Describe yourself was one of the question,Interviewed at Scotiabank,3.9,Catalyst Program - Data,6 Feb 2023,0
Why do you want to work here,Interviewed at Scotiabank,3.9,VelocITy Data and AI Graduate Scheme,7 Oct 2024,0
Basics of Java Selenium?,Interviewed at IBM,3.9,Automation Engineer(AI Watson),21 Mar 2021,0
What is Prolog in AI,Interviewed at IBM,3.9,AI Programmer,23 Apr 2021,0
"Mostly resume, past experience and technical questions. They also made me create a case study for the 3rd interview which went great. The 4th interview was with the technical members of the team.",Interviewed at UKG,3.4,Principal AI/ML Product Manager,29 Jun 2023,0
Are you bilingual in French and English?,Interviewed at IBM,3.9,AI Specialist Intern,18 Feb 2025,0
How well do you work in a team?,Interviewed at CohnReznick,3.8,Data and AI intern,5 Mar 2025,0
Why did you choose IBM?,Interviewed at IBM,3.9,AI Engineer Intern,20 Oct 2024,0
What makes you a good seller and ability to gain and retain clients.,Interviewed at IBM,3.9,AI Engineer,6 Feb 2025,0
¿Conoces los servicios de IBM Cloud?,Interviewed at IBM,3.9,AI Engineer,10 Jul 2024,0
Projects in Resume and Java related questions,Interviewed at IBM,3.9,Data and AI Engineer,28 Aug 2024,0
Questions were related to the subject of the presentation.,Interviewed at IBM,3.9,AI Research Intern,16 Jun 2023,0
Why did you choose IBM?,Interviewed at IBM,3.9,AI Engineer Intern,20 Oct 2024,0
Why I want to work there,Interviewed at IBM,3.9,AI Engineer,29 Oct 2024,0
Projects in Resume and Java related questions,Interviewed at IBM,3.9,Data and AI Engineer,28 Aug 2024,0
what's the most difficult project you have done,Interviewed at IBM,3.9,AI Engineer,12 Sept 2024,0
What makes you a good seller and ability to gain and retain clients.,Interviewed at IBM,3.9,AI Engineer,6 Feb 2025,0
Are you bilingual in French and English?,Interviewed at IBM,3.9,AI Specialist Intern,18 Feb 2025,0
How well do you work in a team?,Interviewed at CohnReznick,3.8,Data and AI intern,5 Mar 2025,0
Questions were related to the subject of the presentation.,Interviewed at IBM,3.9,AI Research Intern,16 Jun 2023,0
¿Conoces los servicios de IBM Cloud?,Interviewed at IBM,3.9,AI Engineer,10 Jul 2024,0
What does torch.no_grad() do in the following code?,Interviewed at IBM,3.9,AI Research Intern,29 Mar 2024,0
Have you used GitHub Actions before?,Interviewed at Qualcomm,3.9,"Senior Machine Learning Engineer (Qualcomm AI Research, Amsterdam)",4 Feb 2025,0
How would you implement the latest AI solutions to 'xx' problem and could you describe a little bit the system integration process?,Interviewed at Exante,4.6,AI Engineer,9 Sept 2024,0
What is a neural network?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
Why Bloomberg and some coding questions designed by the interviewers.,Interviewed at Bloomberg,4,AI Research Engineer,6 Jun 2022,0
"Describe ai projects, ai model training scenario and what will you look for to solve it.",Interviewed at InstaDeep,3.8,AI/ML Engineer,2 Dec 2023,0
"Could you explain your ML experience?
Why do you want  to work in here?",Interviewed at Quantum-Systems,4.8,Software Developer Sensor AI ML,22 Dec 2023,0
"Typical ""Cracking the Coding Interview"" coding questions. Not too hard if you are ready for it.",Interviewed at Bloomberg,4,AI Research Scientist,25 Oct 2018,0
Question regarding the feature stores and how I had previously created a pipeline for deploying ML models in AWS SageMaker.,Interviewed at LPL Financial,3.5,Sr. AI &amp; Data Engineer,20 Mar 2024,0
What is a convolutional neural network and how do they work ?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
"Q) how RNNs work
Q) Greatest Strength",Interviewed at Metropolis,3.1,AI/ML Intern,26 Nov 2023,0
Pick something to describe to an alien,Interviewed at Avanade,3.8,Graduate Data and AI,9 Jun 2022,0
After reading the JD (Job description) what do you understand about this role,Interviewed at Amazon,3.6,GO-AI Associate,16 Apr 2024,0
Aun no tengo la entrevista,Interviewed at Amazon,3.6,GO-AI Associate,19 Apr 2024,0
How will you deploy your model on own platform?,Interviewed at Nokia,4,AI Engineer,8 Feb 2024,0
"5 assessment is there Verbal, communication, typing test..etc",Interviewed at Amazon,3.6,GO-AI Associate,19 Jul 2023,0
How would you pull data from their database - no info was given about their db?,Interviewed at The Home Depot,3.8,Lead Data Scientist - Gen AI,12 Aug 2024,0
"What is a Decorator, multiprocessing in python?",Interviewed at Bain & Company,4.3,Fullstack Engineer(AI),11 Aug 2024,0
Why do you want to work at e2f?,Interviewed at e2f,3.1,AI Project Manager,25 Apr 2025,0
can you describe the role of the ai associate?,Interviewed at Amazon,3.6,GO-AI Associate,15 May 2024,0
"1. Motivare la scelta del mio percorso di studi
2. Parlare di una volta che ho avuto una difficoltà e come la ho superata 
3. Come mi organizzo quando devo gestire più attività parallelamente
4. Cosa mi aspetto dall'esperienza di tirocini
5. Parlare di me",Interviewed at Baker Hughes,3.9,ML/AI Intern,18 Apr 2025,0
"Tell me about a time you did something to go above and beyond for a customer. 

Two other specific questions I don't remember.",Interviewed at Amazon,3.6,AI Content Writer,25 Sept 2024,0
"I was asked to give examples of times I had and managed a conflict/miscommunication at work, dealt with complex tasks, and displayed self-awareness.",Interviewed at Covalen Solutions,2.6,Generative AI Annotator,7 Oct 2024,0
What is your name of native,Interviewed at Amazon,3.6,GO-AI Associate,16 Oct 2024,0
Ci racconti la sua storia,Interviewed at Reply,3.9,Junior AI Developer,30 Sept 2021,0
After reading the JD (Job description) what do you understand about this role,Interviewed at Amazon,3.6,GO-AI Associate,16 Apr 2024,0
Aun no tengo la entrevista,Interviewed at Amazon,3.6,GO-AI Associate,19 Apr 2024,0
"There was an aptitude round where they asked about speed, time velocity questions and a ice breaker",Interviewed at Amazon,3.6,GO-AI Associate,29 Apr 2024,0
